,Unnamed: 0,Title,Company,Location,Snippet,Job Url,Salary,Seniority
720,720, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3t-7OEYCBj6XSVfkFPx6L1fwjuY8nU8chq2cAklnKcuoF3d9sgt8oB4PdlxoqNDn6d9gzqVO8GQKuV7vGpadp8K15UohYEs60belMRf5ZId5mWE9bcSMmJzoh3Em9rkBmazE6dSjh1OwDUkAIZadM7Yb8-nxCZ4HOkXwpizQC9Az3FSp5Gl-xFL4yci-0F9lJsf1EcWw_FeEnjNWUj0Y5P1Pzh2EpYVXe1Pu5fdWlEPuz074dHo9k1TlVMKX7lcVcQh7cM0yqikWpFodN_CNpEPqIxoGj3EXJ_eCMU_jLpEp0=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
721,721,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq71v1Kelm64sz-I2b3aUph6V_tQPO8GEmLJ8a6KIFLDKrJNfXPIWCaQXhl8kWFduJbdOF3K6j2y4VKUxOFj897vg2Jm8rVA5jwWf6X3yUDP4KUG1_5bV18O5rFm2lUzfzSlOIRrqF2ONAHcdVRJzXVNqQJ_VQ1fD-sWyoxXrhffvAQOGU5U2YLNc20HLevbz4ER4nhFQL6ysp9AFG4Qv01f6RUIl0y2sVA8R7gbuT9N_Me68fM3fQWqtn7yj5sBxCEMbAFqPD7KKqW_Az1g3dnN4wn-rXJbz77&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level
722,722, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8eQfEeAP4lpRZ8jEc-CVVT9nzXKku6wKMoeJJXXYaWrbj7Y6j2QIbcW9btcqd5CqqrTcxLwY6KRh1EgMFdcCkEzV80aFyxvFYXSxqtMRauxJkCNZrvHX77UOH-bIswAbTM4FFp0lnHFExpEjXlSCXZ_6vT-5uzLRW5ZHz6gWSiGr-WPYbZqFtv24WPOfHk9lg7p5NQ15gc3XvXuw8oY4zaKm1nntJ5BlWLZl-NXf4csL7lxIxWSVJI8VHA6uz7daoyzvI3AA6VmU_33nwlsrSfXX3tMud4Ck41V_O3_q1Cqd8=&p=2&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level
723,723,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kg3jN3ZNYYMI0B1fZzfjlWa-FnXlazuqCIAoWdSl_qNCISTNcpGcgIELaPfVi6YSsb-L3qB9BbPvKkKgIAXO-0n0Og3QmA-bCiKO-6Bahf2CiGChKzoMGdX2jPavQEcRz-wI0C0KG3GAi7_PthXR77sQMY0vr48DTdyY0KV9tHBpwiN269SPFGgmtOT7Gkis1BLfNLlZMfBXfLMnrUavwKQSUUxj--nPUQYAJaOjNs2knGV3OO4b86q4qs74vg2H-NT79K7zd08HmupulAL5kbOv4s2dW-sb_I4E8QOdtk88=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
725,725, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
727,727,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month",middle_level
728,728, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
729,729,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month",middle_level
730,730, OPERATIONS MANAGER,Kings Group of Companies,Makati,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month",middle_level
733,733, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
734,734, Operations Manager (Temporary work from home set-up until fu...,JK Network Services,Remote,Atleast 3 years of experience as Ops Manager/Assistant Manager.Amenable to work onsite and WFH set-up.Advertising experience is a plus.,https://ph.indeed.com/company/JK-Network-Services/jobs/Operation-Manager-5c1ee6e67f3c14d8?fccid=62bd09cb34df5ce3&vjs=3,"PHP 70,000 - PHP 80,000 a month",senior_level
735,735, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3te320ddggaq6mzSZvo1_bklSjkFnFFG1lPZbwwrCL1hRehyvmWeLXLcrPsg0v33xWBLnCsqcb0VQBoY4ygNfAqH6aS6oP0vqOZj9e7kvtLBe4x9sc9cQ5uk8hVS7WtLXHY6gpO4RMFBwdpYtGrqdSgZdD7vpPUPr7XwvxpTmVKZpO1lGtHnUV81iiqxQnTMm4PxYEefWwR90k_p4E9CLDA54RIMjKNs-taZVLOAiUDB9Dhcc3IUuqsT7zGMwr_YVcFybW9EOqdxtqFj1cR7B9PkJRNXe7CtiJuzEV9acyoA4=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
736,736,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7pKXNBH-OTlYf9FSm3t7HzAvL2LR0jO30ayhAu1KFCeCyswIK8PpQ1JXL_v1WSmqlVKDof_bpXdv_yRd4xlbVrkr1PCTGNiYBYoNbWDz-cmzuiOn3iGBWKNE8cxy8stFgwnSyRiVkDY_Wfgb0ySQkuNM4XjadIp58F3E8BRbzUCnlQgMMJE_tDlbNRtZDirruMacG_QtlzLf04KudnNT7NaRwqFDlXl3mAxFZCc_h_0XoTOwMFZ8llnIgnLUdV3vtgqdekFYXBsaH4XS4-pZkun6LPN4YjM3N&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level
737,737, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8emH0hDEJh8MQu12pcii2krsQzGkSi4Yt59zU5dbC2u92s8mTbxXBg9Mxn5DsSgH_ABEkFgozA6mNFoqk5NaaiDNyE0WOYopY_vWWgdrna_nf8P04hyRZKOLCgZ-YkWLF5xPtgTrZWvjTF-SbcNOMo9epQt0p2faIq0-uzGaMGOK_prmAwwmXGj6bNC5y-RQB72Xf45Rb381PsWUxqZNdkrsaMhQEzkCG76_bqDMqlcD8FxVJHiJ9zpsmPizKeja168pekQZbnuVwQk1djufhI4pSfcvnGo7YfVGotkUX2uRg=&p=2&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level
738,738,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kMUc8T5sm1UAXtT0C3L3MT6aPLvnO8M3Zyuu3GjxfPKQLk0RtXSVM25cdOWhUKzJ0J62QO6vPe6LBNx4A-guG1S1iTVwlEL6xGufRBxu2yqGC2WEHP0M6GjUxuSiyGS_yjFAtFd3cE0G42JFEnnjwgLZqNlKTw45DGnZRa7S-74VWmoTPvFuCFR4LviDVjN5N2AiD2n-zkTaH0XEvRKrjHzPSkqG8i2qC2rz4eFA3aoMhCa9sOX4dcP-uM1WC_g47mwyFjBHsnq8cyX8uz-JdkMltV1_aIYhnFLiensPSda4=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
739,739,Business Development Manager,Zengage,Pasay,Managing both our existing sales pipeline and developing new business opportunities.Take a lead role in the development of proposals and presentations for new…,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFotHD-krhVRmL6z7Fkx8OwRSN61x6AZz56VJROuU-MXcJg0avP6I4o4w15NbLaHKw7a_6MNBusDESCh-G5WgC6CmM2auVjKfBpAaaVOqOVR7OdnW8EB0hSeO11iaBF9u_AGIuUdXeTQyiClpXpGmtc-9ey9wXSNyFELt7ZWWlHhcePBRpmNs_JRgVMWoXgAKBB9Cm6UZzFxH98mwC1kzuTWY1srXiy3ZWpGV176P4AY41xkTJapMbMuibkqwZOYZZ9EMofwe_biNcM1iensXdBoOYgUQbN_PXsdDTo4kJNxNmvOibsqXa6npJpo_zq5Jwo1g7dHOFvAPrwkuCcKQB3FnDi3oiW6OrcLLjDcE-ys8dyNZY6R3AWA4M8zBL3mGP2ZgDYmxx5OsFRAcvk9IDn-dLmtyjM87a1-uUaMc211_GEOX5A8NBRfO3i-l45eWYyooPSgeVwrbhS0jrPeLFmvDxQ5R4PT6gW9mIS_onnA==&p=4&fvj=1&vjs=3,"PHP 60,000 - PHP 80,000 a month",senior_level
741,741, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
743,743,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month",middle_level
744,744, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
745,745,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month",middle_level
746,746, OPERATIONS MANAGER,Kings Group of Companies,Makati,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month",middle_level
749,749, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
750,750, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tP1-FzYJH6DcW66cFGR-rmt9uPcKu-QLL4XerifQ4AOiNQvfcryrlRvMlEfSMqJdqKG5Rz2VQfjmB_adUEUUxzjI79m5yNCBtcRHpwEJ6wgQ5liDMEXdehF0WeDidblpIIws9KKBColbg4nEfWfCvhjiIYny94CZS46i2vFNE5Tip-LN4nXm_njforcyboD1np7-IGqN-Qq9s8HgdUh-6Qu75jNzNA08ZbubILqQt36WgQ7W7_10fYHYZ-Mbf3E3azqQ_b0NU63EE-EVQPZ-kVA3SaFDesGwMgStyBh_oj3A=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
751,751,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7JwhDABr9H9UnAYhGxyS4bHq0ZPOb0CyyMQ-1NkPZRZUCxCwWsR1-3r2kgVkw2r-tGy6UKYdordPk89ZY6jxRXSv4GYWTEylkb4E9ikYXpTt_ypVY4OM95reBVUI5VhlEDF0xojyY2HPkdoznAFo_Vbb8jaIyl9o6y1iQTenGC9kC9eDmDDyCU8Un01LB1nZ9iZsa9fKKZd6uSSMDjniCAfGppz04n5VLpIrIJfa1yQ6-NqZajdYnWCA2fY0hVGO6IE2g1GSDoJxkciV3a-rvkJYgWG8BAae8&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level
752,752, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8ec04V0pDC6BcD2-B9aqMF2zNuODI8jJy2iYEAYQ110ABk_DFWBijA0IKrmyIiLDjxVsrw60mNJoivbrDulXBCqsjgJaUCilNedUhEde5uKKGWZI2Apx7Cqx7zpwPMlR4pOE5nQYZ62Voi4-aj42TC2nL0dWvT78YIEie6qlVENra3s3c2AZl8qY59Sa7A8qJ4yMLboANWiBBBh6QFIgMeeNinQP2dMFV4AtjkX0qMNNFS5QndCOc934qxk2myyLLFJ1cpy1u-jYUGUb0_70dDY41m0nXUw6H2mvrPZlrRHPY=&p=2&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level
753,753,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kls7HiR-UB2K7pmuX2gk7Ds2aErq1jkxVDKaFqmc_pv5j1XT24BcXylhCo26XEOeW5kBs2eFZlz3trYHWnQYzqlqfTbjCRh5B9xLOD8w2gRrwXVCaKrHRUBu-ELFjZFudLgjNZgktpOk_LXoKRVAfjYMb0PmgX8GWA-PaAz0BzC9ubcqgPXU4oYomA3dNSSSOzbR-HQ77Q9ZcK2Ac_Y9a24GL-LzyJDILS83q4juMHU1d10Sv0h1XLicpc26r2zKAdd8CQXEgBOQDUnFoflg-rA0x92qFp74hEh5wNRjlIw4=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
754,754, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
756,756,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month",middle_level
757,757, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level
758,758,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month",middle_level
759,759, OPERATIONS MANAGER,Kings Group of Companies,Makati,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month",middle_level
762,762, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level
763,763, Operations Manager (Temporary work from home set-up until fu...,JK Network Services,Remote,Atleast 3 years of experience as Ops Manager/Assistant Manager.Amenable to work onsite and WFH set-up.Advertising experience is a plus.,https://ph.indeed.com/company/JK-Network-Services/jobs/Operation-Manager-5c1ee6e67f3c14d8?fccid=62bd09cb34df5ce3&vjs=3,"PHP 70,000 - PHP 80,000 a month",senior_level
764,764, Human Resources Manager,GrowthAssistant,Remote,"This position is hand-on and will build and oversee the Human Resources function, owning the end-to-end GrowthAssistant (GA) and internal team member experience…",https://ph.indeed.com/company/GrowthAssistant/jobs/Human-Resource-Manager-0312f9feb3ccda3d?fccid=bc27547eac27f7b0&vjs=3,"PHP 50,000 - PHP 80,000 a month",junior_level
765,765,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kxFifw2wBDXOOOewxHJV1vCypUIhbtJE5j_KL9h9jKodW8Z2Z0KptaLxHih2rvp4fiA7bgyY7Gu_4ICMWu37PzBL2eKC-snGCbkmqwD5Lm69N_CEAnXmz-J16US59pwy91QdlNXGfdvjX4Whxs-KqJLjklto__IJ6xv2rebPGPzYryEoL0tU6fNSa9oKzcA2l3x_BCbtdzSPnQo9rqX8SxG0b1rtFJaZhipD6BQNn0dw1SIOUMyY9fn4LBN1fVDont7wVl72sCgPhVt3YevBY-BqiRnrH_Xmck72sDSzk6ik=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level
766,766, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tBMQh7QXkLfKW51u3l-7oWvcfwRECc_xwOaO33FiZrRfqHqHGZI41tIK29w7FsUSEnFOIjCRMjiMHSHvBFtw8ZbvTrGyMY5yq9Lk6l8wzo6nI6UIzv6xO3eVYJxVZP8p_bUV6iV-PVOHoHvOZXtiDsx8_8oEA279FvRRgVNoAG1ZClop_xHzczRf7ahucZiD7TVnq-OdouxqfAWtYi-mXeRlVxFrOg_kQ44HixXGuuLwZYR4EwMC0myiouDMqqhlnmrP1H7mUQTnFqkYSgY5AhZKUuNK4S5f-nEvfk_g_zp4=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level
768,768, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level
769,769,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month",middle_level
770,770,Restaurant Manager,Landers Central,Alabang,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month",middle_level
771,771,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month",junior_level
